nTime,nTair,nupStreamTemp,nDownStreamTemp,nInflow,nOutFlow,nDischarge,ndsWV,ndepthH,nWz,nRH,nlowCloud,nhighCloud,ndamElevation,ndamStorage,nRain,nwindDirection
27-Mar-2024 16:00:00,7.28533333333333,8.3,8.3,3733.92875000256,4530.69545472,4315.49000000236,0.499872000001999,22.8782880000915,1.3623544,88.7626666666667,0.935,0,48.4412499805938,369440145.160151,0.479666666666667,194.333333333333
27-Mar-2024 16:15:00,7.42533333333333,8.3,8.3,3738.14677083574,4077.625909248,4316.90500000488,0.448056000001792,22.8996240000916,0.9767824,87.9326666666667,0.935,0,48.4423958126938,369776268.962733,0.414666666666667,139.333333333333
27-Mar-2024 16:30:00,7.56533333333333,8.3,8.3,3742.36479166892,3822.77428992,4318.3200000074,0.423672000001695,22.8935280000916,0.5912104,87.1026666666667,0.935,0,48.4435416447938,370112392.765315,0.349666666666667,84.3333333333333
27-Mar-2024 16:45:00,7.70533333333333,8.3,8.3,3746.58281250209,3709.506903552,4319.73500000992,0.408432000001634,22.9270560000917,0.2056384,86.2726666666667,0.935,0,48.4446874768938,370448516.567897,0.284666666666667,29.3333333333333
27-Mar-2024 17:00:00,7.84416666666667,8.3,8.3,3750.80083333527,4077.625909248,4321.15000001245,0.451104000001804,22.9422960000918,0.239911466666667,86.2278333333333,0.935,0,48.4458333089938,370784640.370479,0.25,36.1666666666667
27-Mar-2024 17:15:00,7.98166666666667,8.325,8.3,3755.01885416845,4020.992216064,4349.4675000086,0.44500800000178,22.9575360000918,0.754007466666667,87.0803333333333,0.935,0,48.4469791410938,371197856.785441,0.25,113.666666666667
27-Mar-2024 17:30:00,8.11916666666667,8.35,8.3,3759.23687500162,3822.77428992,4377.78500000476,0.423672000001695,22.9636320000919,1.26810346666667,87.9328333333333,0.935,0,48.4481249731938,371611073.200402,0.25,191.166666666667
27-Mar-2024 17:45:00,8.25666666666667,8.375,8.3,3763.4548958348,3709.506903552,4406.10250000092,0.408432000001634,22.9788720000919,1.78219946666667,88.7853333333333,0.935,0,48.4492708052938,372024289.615364,0.25,268.666666666667
27-Mar-2024 18:00:00,8.65666666666667,8.4,8.3,3767.67291666797,4134.259602432,4434.41999999707,0.454152000001817,22.994112000092,2.35627333333333,89.2691666666667,0.477083333333333,0.545416666666667,48.4504166373938,372437506.030326,0.265166666666667,310
27-Mar-2024 18:15:00,9.00458333333333,8.4,8.325,3771.89093750115,3766.140596736,4302.74499999854,0.414528000001658,22.9422960000918,2.35627333333333,87.9358333333333,0.313541666666667,0.740208333333333,48.4515624694938,372826052.807611,0.297666666666667,310
27-Mar-2024 18:30:00,9.17645833333333,8.4,8.35,3776.10895833433,3964.35852288,4171.07000000002,0.435864000001743,22.9636320000919,2.03496333333333,85.9045833333333,0.558854166666667,0.448020833333333,48.4527083015938,373214599.584897,0.330166666666667,310
27-Mar-2024 18:45:00,9.34833333333333,8.4,8.375,3780.3269791675,3596.239517184,4039.39500000149,0.396240000001585,22.9636320000919,1.71365333333333,83.8733333333333,0.804166666666667,0.155833333333333,48.4538541336938,373603146.362182,0.362666666666667,310
27-Mar-2024 19:00:00,9.37583333333333,8.4,8.4,3784.54500000068,3907.724829696,3907.72000000296,0.429768000001719,22.9422960000918,1.66224373333333,83.5483333333333,0.905833333333333,0.109083333333333,48.4549999657938,373991693.139468,0.395166666666667,310
27-Mar-2024 19:15:00,9.23833333333333,8.4,8.4,3788.76302083386,4360.794375168,3910.55250000329,0.481584000001926,22.9453440000918,1.91929173333333,85.1733333333333,0.843333333333333,0.342833333333333,48.4561457978938,374250724.327203,0.427666666666667,310
