nTime,nTair,nupStreamTemp,nDownStreamTemp,nInflow,nOutFlow,nDischarge,ndsWV,ndepthH,nWz,nRH,nlowCloud,nhighCloud,ndamElevation,ndamStorage,nRain,nwindDirection
3/30/2022 17:00,10.62416667,7.8,7.8,4682.896667,3822.77429,4134.26,0.417576,23.222712,6.049196267,60.53,0.025,0,48.39916678,368354681.2,0,311.1666667
3/30/2022 17:15,10.76166667,7.8,7.8,4681.038333,3681.190057,4112.315,0.399288,23.253192,5.792148267,60.68,0.025,0,48.39989595,368388601.9,0,313.6666667
3/30/2022 17:30,10.89916667,7.8,7.8,4679.18,3709.506904,4090.37,0.405384,23.27148,5.535100267,60.83,0.025,0,48.40062511,368422522.7,0,316.1666667
3/30/2022 17:45,11.03666667,7.8,7.8,4677.321667,3709.506904,4068.425,0.405384,23.27148,5.278052267,60.98,0.025,0,48.40135428,368456443.4,0,318.6666667
3/30/2022 18:00,11.30483333,7.8,7.8,4675.463333,3766.140597,4046.48,0.41148,23.274528,5.14096,60.318,0.039583333,0,48.40208345,368490364.2,0,316.5
3/30/2022 18:15,11.72233333,7.8,7.8,4673.605,3624.556364,4039.4,0.39624,23.298912,5.14096,58.728,0.070833333,0,48.40281261,368659967.9,0,309
3/30/2022 18:30,12.13983333,7.8,7.8,4671.746667,3709.506904,4032.32,0.402336,23.305008,5.14096,57.138,0.102083333,0,48.40354178,368829571.7,0,301.5
3/30/2022 18:45,12.55733333,7.8,7.8,4669.888333,3681.190057,4025.24,0.402336,23.30196,5.14096,55.548,0.133333333,0,48.40427095,368999175.4,0,294
3/30/2022 19:00,12.9095,7.8,7.8,4668.03,3737.82375,4018.16,0.408432,23.28672,5.740738667,53.80633333,0.135416667,0,48.40500012,369168779.2,0,291.1666667
3/30/2022 19:15,13.187,7.8,7.8,4666.171667,3709.506904,3978.5175,0.402336,23.28672,7.025978667,51.89133333,0.104166667,0,48.40572928,369507986.7,0,293.6666667
3/30/2022 19:30,13.4645,7.8,7.8,4664.313333,3624.556364,3938.875,0.39624,23.295864,8.311218667,49.97633333,0.072916667,0,48.40645845,369847194.2,0,296.1666667
3/30/2022 19:45,13.742,7.8,7.8,4662.455,3822.77429,3899.2325,0.414528,23.30196,9.596458667,48.06133333,0.041666667,0,48.40718762,370186401.7,0,298.6666667
3/30/2022 20:00,14.08483333,7.8,7.8,4660.596667,4049.309063,3859.59,0.44196,23.277576,9.802097067,46.10666667,0.102,0.079916667,48.40791679,370525609.2,0,296.5
3/30/2022 20:15,14.50233333,7.8,7.8,4658.738333,4247.526989,3843.3075,0.463296,23.25624,8.773905067,44.10666667,0.267,0.251166667,48.40864595,370525609.2,0,289
3/30/2022 20:30,14.91983333,7.8,7.8,4656.88,3936.041676,3827.025,0.42672,23.250144,7.745713067,42.10666667,0.432,0.422416667,48.40937512,370525609.2,0,281.5
3/30/2022 20:45,15.33733333,7.8,7.8,4655.021667,3851.091137,3810.7425,0.420624,23.222712,6.717521067,40.10666667,0.597,0.593666667,48.41010429,370525609.2,0,274
3/30/2022 21:00,15.62416667,7.8,7.8,4653.163333,3794.457443,3794.46,0.414528,23.244048,6.588997067,38.7075,0.608,0.605083333,48.41083346,370525609.2,0,272.3333333
3/30/2022 21:15,15.76166667,7.8,7.825,4651.305,3964.358523,3805.785,0.432816,23.277576,7.488665067,37.995,0.443,0.433833333,48.41156262,370389926.2,0,277.3333333
3/30/2022 21:30,15.89916667,7.8,7.85,4649.446667,3737.82375,3817.11,0.408432,23.268432,8.388333067,37.2825,0.278,0.262583333,48.41229179,370254243.2,0,282.3333333
3/30/2022 21:45,16.03666667,7.8,7.875,4647.588333,3794.457443,3828.435,0.414528,23.244048,9.288001067,36.57,0.113,0.091333333,48.41302096,370118560.2,0,287.3333333
3/30/2022 22:00,16.17533333,7.9,7.9,4645.73,4077.625909,3839.76,0.44196,23.253192,9.767824,35.71633333,0.025,0,48.41375012,369982877.2,0,291.1666667
3/30/2022 22:15,16.31533333,7.9,7.9,4643.871667,4219.210142,3859.5825,0.460248,23.250144,9.767824,34.70133333,0.025,0,48.41447929,370244992.1,0,293.6666667
3/30/2022 22:30,16.45533333,7.9,7.9,4642.013333,4247.526989,3879.405,0.463296,23.241,9.767824,33.68633333,0.025,0,48.41520846,370507107,0,296.1666667
3/30/2022 22:45,16.59533333,7.9,7.9,4640.155,4162.576449,3899.2275,0.454152,23.231856,9.767824,32.67133333,0.025,0,48.41593763,370769221.8,0,298.6666667
3/30/2022 23:00,16.47516667,7.9,7.9,4638.296667,4332.477529,3919.05,0.47244,23.237952,9.647868267,32.91633333,0.065833333,0.079916667,48.41666679,371031336.7,0,298.8333333
3/30/2022 23:15,16.05766667,7.875,7.9,4636.438333,4162.576449,3908.4325,0.454152,23.198328,9.390820267,34.60133333,0.153333333,0.251166667,48.41739596,371416799.8,0,296.3333333
3/30/2022 23:30,15.64016667,7.85,7.9,4634.58,3964.358523,3897.815,0.432816,23.207472,9.133772267,36.28633333,0.240833333,0.422416667,48.41812513,371802262.9,0,293.8333333
3/30/2022 23:45,15.22266667,7.825,7.9,4632.721667,4162.576449,3887.1975,0.454152,23.216616,8.876724267,37.97133333,0.328333333,0.593666667,48.4188543,372187726,0,291.3333333
